Seq2Seq20slg,translation
THAT BE WHY X-WE BE DESC-SO DESC-TOUGH ON GOVERNANCE IN DESC-PARLIAMENTARY RESOLUTION .,that is why we are so tough on governance in the parliamentary resolution.
LET X-I TAKE SOME EXAMPLE .,let me take some examples.
X-WE NEGOTIATE DESC-ECONOMIC RECOVERY PLAN .,we negotiated the economic recovery plan.
MOST X-IT BE DESC-NOT ENFORCE .,most of it is not enforced.
"X-WE HAVE DECIDE ON SET PLAN , DESC-NEW ENERGY TECHNOLOGY .","we have decided on a set plan, new energy technologies."
"X-WE DESC-STILL DO DESC-NOT HAVE 50 % FUNDING FOR SET PLAN , DESC-REAL DESC-STRATEGIC TOOL .","we still do not have 50 % funding for setting plans, real strategic tools."
MOST COST DESC-EFFECTIVE MEANS TO REDUCE GREENHOUSE GAS BE TO MOVE DESC-FORWARD WITH STRATEGY FOR ENERGY EFFICIENCY .,the most cost effective means to reduce greenhouse gases are to move forward with a strategy for energy efficiency.
EXIST LEGISLATION MUST BE STEP DESC-UP BECAUSE X-IT BE DESC-NOT DESC-SUFFICIENT .,existing legislation must be stepped up because it is not sufficient.
"X-WE NEED PROMISE ENERGY EFFICIENCY ACTION PLAN , PROMISE FOR DESC-SO DESC-LONG .","we need a promised energy efficiency action plan, promised for so long."
COUNCIL HAVE TO BE DESC-BOLDER AND STOP BICKER .,the council has to be bolder and stop the ticker.
X-WE WILL PUT DESC-FORWARD DESC-BOLD RESOLUTION ON DESC-SECOND STEP 2020 STRATEGY .,we will put forward a bold resolution on the second step of the 2020 strategy.
"AS REGARD GREECE , X-WE BE DESC-NOW BE FORCE TO TAKE LOOK IN MIRROR .","as regards greece, we are now being forced to take a look in the mirror."
FROM CRISIS IN GREECE X-WE CAN SEE THAT WHAT HAVE HAPPEN DESC-UP TO DESC-NOW BE DESC-TOTALLY DESC-INADEQUATE .,from the crisis in greece we can see that what has happened up to now is totally inadequate.
X-WE CITIZEN HAVE HEAR X-WE DECLARE THAT X-WE BE RESCUE BANK .,our citizens have heard us declare that we are rescuing banks.
X-Y HAVE GRIT X-Y TOOTH AND ACCEPT X-IT .,they have gritted their teeth and accepted it.
DESC-NOW X-Y BE PAY PRICE .,now they are paying the price.
PUBLIC FINANCES BE DESC-ALREADY DESC-OVERBURDENED BY SE MEASURE .,public finances are already exhausted by these measures.
X-IT WILL BE DESC-YET ANOR CHALLENGE FOR PUBLIC FINANCES IN DESC-MANY COUNTRY EUROPEAN UNION .,it will be yet another challenge for public finances in many countries of the european union.
"IN RESPECT PUBLIC FINANCES , X-WE CAN DESC-NOT CARRY ON WAY X-WE HAVE START .","in respect of public finances, we cannot carry on the way we have started."
"IN PAPER THAT X-YOU DESC-PRESENT , X-I DESC-STILL CAN DESC-NOT SEE VISION WHAT BE TO HAPPEN DESC-NOW .","in the paper that you presented, I still cannot see the vision of what is to happen now."
"IN THAT REGARD , X-WE HAVE DESC-NOT MAKE ANY PROGRESS FOR DESC-MANY YEAR .","in that regard, we have not made any progress for many years."
"FOR X-I , CLIMATE BE DESC-SECOND DESC-MAJOR ISSUE .","for me, climate is a second major issue."
"IF X-WE LOOK AT DESC-CURRENT SITUATION , X-IT BE DESC-HIGH TIME X-WE RAISE X-WE TARGET TO 30 % .","if we look at the current situation, it is high time we raised our target to 30 %."
WHAT INSTRUMENT AND WHAT INCENTIVE PROGRAM BE TO BE USE TO DO THIS ?,what instruments and what incentive programmes are to be used to do this?
MR EK MENTION SOME SPECIFIC AREA .,mr ek mentioned some specific areas.
DESC-RE BE DESC-GREAT DEAL WORK TO BE DO ON THIS PROGRAM .,there is a great deal of work to be done on this programme.
"MADAM PRESIDENT , X-I THINK MR BARROSO DESC-REALLY DO HAVE , TODAY , MOST DESC-DIFFICULT ROLE .","madam president, I think mr barroso really does have, today, the most difficult role."
X-IT BE ONE MOST DESC-DIFFICULT JOB IN EUROPEAN UNION THAT X-HE HAVE TO DO .,it is one of the most difficult jobs in the european union that he has to do.
MR BARROSO HAVE TO MANEUVER DESC-ARTFULLY BETWEEN SE PROPOSITION .,mr barroso has to manoeuvreARTlessly between these proposals.
"X-I THINK DESC-BEST SE BE 2020 STRATEGY , WHICH HAVE BE PROPOSE BY COMMISSION .","i think the best of these is the 2020 strategy, which has been proposed by the commission."
"DESC-RE BE MINISTRY DESC-INTERNAL TRADE , BUT DESC-RE BE NO DESC-INTERNAL TRADE .","there is a ministry of internal trade, but there is no internal trade."
"X-I BE DESC-NOT , COURSE , DESC-FREE MARKET DESC-FANATIC .","i am not, of course, a free market fanatic."
LET X-WE REMEMBER WHAT HAPPEN TO SERVICE DIRECTIVE IN THIS CHAMBER .,let us remember what happened to the services directive in this chamber.
DESC-RE BE DESC-ALSO NO DOUBT THAT X-WE MUST HELP GREECE .,there is also no doubt that we must help greece.
"FOR X-WE POLE , WHOM X-I REPRESENT DESC-HERE , WORDSOLIDARITYHA DESC-GREAT SIGNIFICANCE .","for our poles, which I represent here, the wordsolidarityhas great significance."
"X-WE MUST , DESC-REFORE , SHOW X-WE SOLIDARITY WITH GREECE TODAY .","we must, therefore, show our solidarity with greece today."
"X-I HAVE FAITH IN FUTURE EUROPE , X-I BELIEVE IN X-WE SUCCESS .","i have faith in the future of europe, I believe in our success."
X-WE HAVE PROVIDE NO CLARIFICATION WITH REGARD TO FUTURE DEVELOPMENT EUROPEAN UNION .,we have provided no clarification with regard to the future development of the european union.
"THIS HAVE , COURSE , GIVE RISE TO DESC-MUCH DISCORD THAT X-WE CAN DESC-NOW SENSE .","this has, of course, given rise to much discord that we can now sense."
"DESC-ORWISE , X-WE WILL BE HEAD FOR DISASTER WITH X-WE EYE DESC-WIDE DESC-OPEN !","otherwise, we will be heading for disaster with our eyes wide open!"
X-I FEEL X-HE WOULD HAVE LEARN DESC-SO DESC-MUCH FROM X-I THIS EVENING !,i feel he would have learnt so much from me this evening!
"WHENEVER PEOPLE EUROPE GET CHANCE REFERENDUM , X-Y REJECT X-IT .","whenever people of europe get a chance of a referendum, they reject it."
EU BE DESC-ALREADY CRUMBLE .,the eu is already stumbling.
"DESC-HOWEVER , X-I HAVE COUPLE QUESTION IN THIS REGARD THAT GIVE X-I CAUSE FOR CONCERN .","however, I have a couple of questions in this regard that give me cause for concern."
WILL DESC-PROCLAIMED DESC-NEW STRATEGY SUFFER DESC-SIMILAR FATE TO X-ITS PREDECESSOR ?,will a proud new strategy suffer a similar fate to its predecessor?
"SOVEREIGNTY DESC-ALSO MEAN TAKE RESPONSIBILITY , AND DESC-CONSEQUENTLY TAKE RESPONSIBILITY FOR DESC-WRONG FINANCE POLICY .","sovereignty also means taking responsibility, and consequently taking responsibility for wrong financing policies."
"X-WE MUST SHOW SOLIDARITY , COURSE , BUT X-IT MUST DESC-NOT BE ONE WAY STREET .","we must show solidarity, of course, but it must not be a one way street."
CENTRALISTIC DESC-ECONOMIC GOVERNANCE FROM BRUSSELS DICTATING EUROPEAN STANDARD WOULD DESC-SURELY BE DESC-WRONG WAY TO GO .,a centralist economic governance from brussels dictating european standards would surely be the wrong way to go.
THAT BE DESC-RAR DESC-LOW LEVEL FROM X-HE .,that is rather a low level from him.
LET X-WE STICK TO ALL THING X-WE CAN DO DESC-TOGER AT EUROPEAN LEVEL .,let us stick to all the things we can do together at european level.
THAT BE DESC-BEST EUROPEAN DESC-GOOD GOVERNANCE X-WE CAN HAVE .,that is the best european good governance we can have.
THIS BE DESC-ALSO DESC-EVIDENT IN PROPOSAL THAT X-WE DESC-SOCIAL DEMOCRAT BE DESC-RESPONSIBLE FOR .,this is also evident in the proposals that our social democrats are responsible for.
X-WE SEE SITUATION IN WORLD .,we see the situation in the world.
"DESC-HOWEVER , CRISIS CAN SPREAD .","however, the crisis can spread."
X-IT BE DESC-DANGEROUS TIME FOR ALL COUNTRY .,it is a dangerous time for all countries.
DESC-FEW COUNTRY CAN COUNT ON REMAIN DESC-SAFE .,a few countries can count on remaining safe.
"FOR THIS REASON , X-WE ALL NEED TO FOCUS ON OVERCOME CRISIS AND COME DESC-UP WITH DESC-GOOD PROPOSAL .","for this reason, we all need to focus on overcoming the crisis and coming up with good proposals."
"DESC-FIRSTLY , DESC-N , X-WE NEED TO INVEST IN SOMETHING THAT WILL KEEP DEMAND DESC-HIGH .","firstly, then, we need to invest in something that will keep demand high."
X-IT BE DESC-IMPORTANT FOR SUMMIT TO MAKE DESC-CLEAR COMMITMENT DESC-NOT TO PUT EUROPE INTO DESC-LOW ENERGY MODE .,it is important for the summit to make clear commitments not to put europe into a low energy mode.
X-IT BE DESC-IMPORTANT TO KEEP DEMAND DESC-HIGH AND TO STIMULATE INVESTMENT .,it is important to keep demand high and to stimulate investment.
"X-WE NEED TO GET UNEMPLOYMENT RATE DESC-DOWN FOR WOMAN , MAN , DESC-YOUNG PEOPLE AND DESC-OLDER PEOPLE .","we need to get unemployment rates down for women, men, young people and older people."
"DESC-PERSONALLY , X-I BE DESC-VERY DISAPPOINT WITH EQUALITY SHAM THAT DESC-LAST COUNCIL DESC-PRESENT AFTER X-ITS MEETING .","personally, I am very disappointed with the equality sham that the last council presented after its meeting."
"DESC-SECONDLY , X-WE NEED TO START CHANGE INTO CLIMATE DESC-SMART SOCIETY .","secondly, we need to start changing into a climate smart society."
X-MY DESC-THIRD POINT RELATE TO DESC-FINANCIAL MARKET .,my third point relates to the financial markets.
"X-WE NEED TO , BUT X-WE DO DESC-NOT HAVE COURAGE .","we need to, but we do not have the courage."
WHAT DO X-YOU SAY IN EUROPE DESC-N ?,what do you say in europe then?
"THAT BE HOW X-WE GO ON , THROW BALL INTO EACH DESC-OR X-POSS COURT IN THAT WAY .","that is how we go on, throwing the ball into each other's courts in that way."
"DESC-RE BE WINNER IN THIS KIND POLICY , BUT DESC-RE BE DESC-ALSO DESC-MANY LOSER .","there are winners in this kind of policy, but there are also many losers."
THAT BE SOMETHING X-WE NEED TO HAVE COURAGE TO CHANGE IN THIS EUROPE .,that is something we need to have a courage to change in this europe.
COMMISSION BE DESC-YET TO PROVIDE ANSWER IN THIS REGARD .,the commission is yet to provide an answer in this regard.
X-WE NEED TO GIVE DESC-SERIOUS CONSIDERATION TO WHAT 23 MILLION DESC-UNEMPLOYED EUROPEAN CITIZEN WILL DO IN FUTURE .,we need to give serious consideration to what 23 million unemployed european citizens will do in the future.
"DESC-SECONDLY , X-WE SHOULD ENSURE THAT X-WE HAVE SPECIFIC TARGET FOR COMBATE POVERTY .","secondly, we should ensure that we have specific targets for combating poverty."
SOME PEOPLE SAY THAT X-Y DO DESC-NOT LIKE DEFINITION .,some people say that they do not like definitions.
TO SE PEOPLE X-I WOULD SAY THAT X-Y SHOULD DESC-NOT LET TECHNICALITY STAND IN WAY .,to these people I would say that they should not let technologicality stand in the way.
DESC-OR BE SAY THAT X-WE DO DESC-NOT HAVE DESC-LEGAL BASIS IN TREATY .,others are saying that we do not have a legal basis in the treaty.
TO SE PEOPLE X-I WOULD SAY THAT X-WE HAVE DESC-NEW TREATY LISBON .,to these people I would say that we have the new treaty of lisbon.
"DESC-THIRDLY , X-WE MUST WORK IN DESC-CONSISTENT MANNER ON DESC-BINDING EMPLOYMENT PLAN .","thirdly, we must work in a consistent manner on a binding employment plan."
X-WE NEED TO LINK DESC-GREEN INVESTMENT TO DESC-NEW JOB .,we need to link green investment to new jobs.
X-WE NEED TO RE EDUCATE AND TRAIN X-WE WORKFORCE TO BE DESC-ABLE TO TAKE DESC-UP SE JOB .,we need to re educate and train our workforce to be able to take up these jobs.
"EU 2020 DO DESC-NOT DESC-YET DELIVER ON SE PARAMETER , DESC-SO X-WE DESC-STILL HAVE WORK TO DO .","eu 2020 does not yet deliver on these parameters, so we still have work to do."
"X-IT BE DESC-FAR MORE DESC-IMPORTANT THAN THAT , COLLEAGUE .","it is far more important than that, colleagues."
X-YOU WILL RECEIVE THAT NEXT WEEK IN CONJUNCTION WITH PROFESSOR MONTUS X-POSS REPORT .,you will receive that next week in conjunction with professor monti's report.
"LET X-WE SEE SOME DESC-FUNDAMENTAL CHANGE IN DESC-HERE , BOTH PARTY .","let us see some fundamental changes in here, both parties."
X-IT BE DESC-HARDLY MENTION IN THIS DOCUMENT .,it was hardly mentioned in this document.
"X-IT BE , DESC-REFORE , TIME TO EVALUATE AND ADMIT CONSEQUENCE POLICY THAT HAVE BE FOLLOW .","it is, therefore, time to evaluate and admit the consequences of the policy that has been followed."
X-IT BE TIME TO PRIORITISE DESC-SOCIAL SUSTAINABILITY .,it is time to prioritise social sustainability.
X-IT BE TIME TO PUT STOP TO DESC-FINANCIAL SPECULATION AND DOMINATION ECONOMY BY FINANCE .,it is time to put a stop to financial speculation and domination of the economy by finance.
DESC-MANY MISTAKE AND ONE DEFENDANT IN DOCK EURO .,many mistakes and one defence in the stock of the euro.
X-WE DESC-HERE BE BIT DESC-TIRED HEAR ONE OFF EXCUSE SUBPRIME CRISIS BE DESC-ALSO ONE OFF .,we here are a bit tired hearing one off excuses the subprime crisis is also one off.
"DESC-HOWEVER , X-WE CAN DESC-NOT BLAME WORKER , SMALLHOLDER OR ENTREPRENEUR FOR THIS SITUATION .","however, we cannot blame workers, smallholders or entrepreneurs for this situation."
THAT BE DESC-TRUE .,that is true.
X-WE DESC-REFORE DESC-ALSO NEED STRATEGY FOR ACTION .,we therefore also need a strategy for action.
X-IT BE MORE LIKE REFLECTION PUT TO PAPER THAT BE DESC-NOW BE STEAMROLLER THROUGH IN DESC-FAST TRACK PROCEDURE .,it is more like a reflection put to paper that is now being steamed through in fast track procedures.
WHER THIS BE WAY TO AVOID PROBLEM THAT MR BARROSO HAVE DESC-QUITE DESC-RIGHTLY DESCRIBE BE DESC-DOUBTFUL .,whether this is the way to avoid the problems that mr barroso has quite rightly described is doubtful.
THAT BE DESC-PRECISELY WHAT HAPPEN .,that is precisely what happened.
"THAT BE DESC-NOT CRITICISM , EIR .","that is not criticism, either."
"THIS WOULD DESC-NOT SURPRISE X-I , BECAUSE X-WE CAN DESC-NOT ACHIEVE CHANGE IN THIS WAY .","this would not surprise me, because we cannot achieve change in this way."
STANDARD CAN DESC-NOT BE CRISIS !,standards cannot be a crisis!
STANDARD MUST BE DESC-FORWARD LOOK PERSPECTIVE .,the standard must be a forward looking perspective.
"DESC-HOWEVER , X-WE WILL DESC-NOT DESC-ACTUALLY DO X-IT , COURSE .","however, we will not actually do it, of course."
THIS BE AIM EUROPE 2020 STRATEGY .,this is the aim of the europe 2020 strategy.
IN 10 YEARSTIME WILL X-WE BE MORE OR DESC-LESS UNITE ?,in 10 yearstime will we be more or less united?
WILL X-WE BE MORE DESC-SUPPORTIVE ?,will we be more supportive?
"WHAT EUROPE NEED TODAY BE TO BE UNITE AND TO TAKE DESC-FORCEFUL ACTION , DESC-NOT DESC-FURR DIVISION .","what europe needs today is to be united and to take forceful action, not further divisions."
"DESC-REFORE , COMMISSIONER , X-IT BE MOST DESC-DISAPPOINTING THAT 11 COUNTRY WILL DESC-NOT BE DESC-PRESENT ON FRIDAY .","therefore, commissioner, it is most disappointing that 11 countries will not be present on friday."
COURSE SUPERVISION DESC-FINANCIAL MARKET NEED TO BE INCREASE AND COURSE X-WE NEED DESC-TOUGHER LEGISLATION .,of course supervision of the financial markets needs to be increased and of course we need tougher legislation.
"WHEN X-I HEAR MR BLOOM , X-I BE DESC-REALLY UPSET .","when I heard mr blooms, I was really upset."
X-I THINK MR BLOOM SHOULD APOLOGISE TO ALL THOSE PEOPLE THAT X-HE HAVE INSULT .,i think mr boomer should apologise to all those people that he has offended.
"NL MR PRESIDENT , X-I CHALLENGE COMMISSION AND COUNCIL TO MAKE DESC-CLEAR CHOICE .","nl mr president, I challenge the commission and the council to make clear choices."
DESC-FIRST ALL CHOOSE DEMOCRACY .,first of all choose democracy.
DESC-SECONDLY WORK HAVE TO BE PAY WORK .,secondly work has to be paid work.
"OBJECTIVE 75 % EMPLOYMENT SOUND FINE , BUT EUROPE DO DESC-NOT NEED ANY MORE DESC-POOR WORKER .","the objective of 75 % employment sounds fine, but europe does not need any more poor workers."
HOW DO COUNCIL DESC-ACTUALLY DEFINE EMPLOYMENT ?,how does the council actually define employment?
DESC-THIRDLY CHOOSE SOUND PUBLIC SPENDING .,thirdly choose the sound public spending.
DESC-FOURTHLY CHOOSE DESC-SOCIAL DESC-INTERNAL MARKET .,fourthly choose the social internal market.
DESC-FIFTHLY CHOOSE POVERTY REDUCTION .,fifthly choose poverty reduction.
"AS DESC-FAR AS POVERTY REDUCTION BE CONCERN , COUNCIL BE AIM DESC-ONLY AT DESC-ECONOMIC GROWTH .","as far as poverty reduction is concerned, the council is aiming only at economic growth."
"X-I SEE NO DESC-OR WAY TO PROTECT X-WE JOB , X-WE DESC-SOCIAL SYSTEM .","i see no other way to protect our jobs, our social systems."
"WHAT X-WE NEED BE PRAGMATISM , COURAGE AND DECENTRALISATION .","what we need is pragmatism, courage and decentralisation."
"RO DESC-SUSTAINABLE DESC-ECONOMIC GROWTH REQUIRE DESC-HUGE , DESC-STEADY INVESTMENT IN TRANSPORT SECTOR AS DESC-WELL .","ro sustainable economic growth requires huge, steady investment in the transport sector as well."
DESC-WELL COORDINATE DEVELOPMENT TRANSPORT SECTOR BE DESC-CRUCIAL TO DESC-SUSTAINABLE DEVELOPMENT AND TO RETAIN AND CREATE DESC-STABLE JOB .,well coordinated development of the transport sector is crucial to sustainable development and to retaining and creating stable jobs.
"EL MR PRESIDENT , THANK X-YOU DESC-VERY DESC-MUCH .","el mr president, thank you very much."
APPLAUSE,applause
"RO DURING DESC-LAST TWO YEAR , X-WE HAVE FACE MOST DESC-SEVERE DESC-GLOBAL DESC-ECONOMIC CRISIS .","ro during the last two years, we have faced the most severe global economic crisis."
STRATEGY X-POSS OBJECTIVE MUST BE DESC-REALISTIC .,the strategy's objectives must be realistic.
C EUROPEAN UNION REPRESENT DESC-LARGEST GEOPOLITICAL ENTITY IN WORLD IN TERM POPULATION .,cs the european union represents the largest geopolitical entity in the world in terms of population.
IN THIS CONTEXT X-I CONSIDER X-IT KEY TO RETAIN DESC-STRATEGIC FOCUS DESC-PARTICULARLY ON DESC-ECONOMIC GROWTH AND JOB .,in this context I consider it key to retaining strategic focus particularly on economic growth and jobs.
